L_slow_list,L_fast_list,L_diff_list
3.050901094282209,3.0437541911125057,-0.007146903169703123
3.0454347781413156,3.044760360370894,-0.0006744177704214316
3.0444593822562713,3.0437541911125057,-0.0007051911437656599
3.043965707444793,3.044973321210963,0.001007613766169868
3.043688485702767,3.0452702524653708,0.001581766762603909
3.0435331156402743,3.046305029233131,0.0027719135928565564
3.043438475524888,3.046305029233131,0.002866553708242847
3.0433847070787667,3.046274166199197,0.00288945912043026
3.0433529752066883,3.04540216787252,0.0020491926658317006
3.0433435158721736,3.046274166199197,0.002930650327023443
3.0433438842433818,3.0451597472962746,0.00181586305289283
3.0433578431477355,3.0451597472962746,0.0018019041485390908
3.0433760805706993,3.0451597472962746,0.0017836667255752836
3.0434027549217095,3.0451597472962746,0.0017569923745650584
3.043436268506886,3.0451472458735402,0.001710977366654376
3.043474347002232,3.045166760526632,0.0016924135243998606
3.0435120887723155,3.0452116069124147,0.0016995181400991655
3.0435520765731274,3.045166760526632,0.0016146839535045032
3.0435953920606686,3.0452116069124147,0.0016162148517460118
3.0436431932869925,3.045166760526632,0.0015235672396394229
3.043690069718431,3.045166760526632,0.0014766908082011199
3.0437390867974443,3.045166760526632,0.0014276737291876174
3.0437860239752634,3.045274437786054,0.0014884138107906786
3.0438316130394716,3.045274437786054,0.0014428247465825272
3.0438797068686885,3.045274437786054,0.0013947309173656386
3.043920028076521,3.045274437786054,0.0013544097095330443
3.0439575071815006,3.045274437786054,0.0013169306045535123
3.0439912085777467,3.045274437786054,0.0012832292083073682
3.044026896934437,3.045274437786054,0.001247540851617046
3.044060593178592,3.045274437786054,0.0012138446074621
3.044090303830904,3.045274437786054,0.0011841339551499352
3.044115125817062,3.045274437786054,0.001159311968992327
3.0441368176352195,3.045274437786054,0.0011376201508346284
3.044159143161965,3.045274437786054,0.0011152946240891026
3.044181843223636,3.045274437786054,0.001092594562418281
3.044202251077416,3.045274437786054,0.0010721867086380676
3.0442191996109287,3.045274437786054,0.001055238175125428
3.044237169950307,3.045303490801224,0.0010663208509171795
3.0442523786419757,3.045274437786054,0.00102205914407838
3.044266072218468,3.045274437786054,0.0010083655675861003
3.0442777552329447,3.045303490801224,0.0010257355682794511
3.0442896468737004,3.045303490801224,0.0010138439275237943
3.044301917870698,3.045303490801224,0.0010015729305261623
3.0443144132153552,3.045303490801224,0.0009890775858689693
3.044326104161874,3.045303490801224,0.0009773866393500974
3.044334456012714,3.045303490801224,0.0009690347885102923
3.0443422014719155,3.045303490801224,0.0009612893293087232
3.044349200925892,3.045303490801224,0.0009542898753323037
3.0443556579127615,3.045303490801224,0.0009478328884626741
3.044360558879955,3.045303490801224,0.0009429319212692633
